transition_id,previous_grade,new_grade,transition_type,shift,target_value,actual_value,production_speed,time_to_target_min,process_variability,stabilization_time_min,target_gap_pct,stable_flag,operational_impact_score
438,Grade_E,Grade_A,Grade_E → Grade_A,Night,96.2,98.93,342.74,34.81,16.28,80.38,2.84,0,115.79
439,Grade_A,Grade_B,Grade_A → Grade_B,Day,103.77,105.31,481.75,27.59,3.06,21.79,1.49,1,25.36
440,Grade_C,Grade_A,Grade_C → Grade_A,Day,88.73,90.08,414.82,33.57,5.28,49.51,1.53,1,43.98
441,Grade_E,Grade_A,Grade_E → Grade_A,Evening,113.29,117.65,358.9,25.16,12.96,52.74,3.85,0,80.21
442,Grade_B,Grade_D,Grade_B → Grade_D,Day,112.46,115.19,485.38,22.08,5.4,42.74,2.43,1,42.29
443,Grade_A,Grade_C,Grade_A → Grade_C,Day,109.6,112.49,454.41,20.39,14.47,54.76,2.63,0,77.69
444,Grade_C,Grade_A,Grade_C → Grade_A,Day,84.85,84.79,350.45,23.05,4.75,30.06,0.07,1,37.03
445,Grade_C,Grade_E,Grade_C → Grade_E,Night,108.29,111.17,517.75,29.88,8.14,89.92,2.66,1,81.99
446,Grade_D,Grade_B,Grade_D → Grade_B,Day,104.05,105.6,456.23,39.71,4.12,68.6,1.49,1,50.47
447,Grade_B,Grade_D,Grade_B → Grade_D,Day,83.95,85.36,419.44,34.89,6.22,63.06,1.68,1,52.13
448,Grade_E,Grade_A,Grade_E → Grade_A,Day,99.76,93.95,507.46,36.76,11.41,61.39,5.82,0,73.53
449,Grade_C,Grade_E,Grade_C → Grade_E,Day,103.65,101.39,428.76,40.41,7.68,89.7,2.18,1,76.68
450,Grade_B,Grade_D,Grade_B → Grade_D,Evening,105.56,103.96,418.46,35.15,16.61,85.57,1.51,0,97.48
451,Grade_E,Grade_A,Grade_E → Grade_A,Day,101.77,103.98,383.68,33.45,8.1,52.73,2.17,1,60.82
452,Grade_E,Grade_A,Grade_E → Grade_A,Evening,102.91,102.84,452.0,24.82,9.07,66.61,0.07,1,71.85
453,Grade_C,Grade_A,Grade_C → Grade_A,Evening,114.74,116.63,446.21,27.15,4.75,56.26,1.65,1,49.37
454,Grade_A,Grade_B,Grade_A → Grade_B,Night,112.26,120.16,420.81,41.73,17.16,97.4,7.04,0,122.55
455,Grade_C,Grade_E,Grade_C → Grade_E,Day,71.33,77.59,376.55,34.25,14.92,101.63,8.78,0,117.46
456,Grade_C,Grade_E,Grade_C → Grade_E,Night,96.83,103.62,427.15,37.85,16.09,93.7,7.01,0,113.65
457,Grade_A,Grade_C,Grade_A → Grade_C,Evening,98.35,95.5,416.16,24.18,7.85,68.5,2.9,1,76.72
458,Grade_D,Grade_B,Grade_D → Grade_B,Day,82.48,83.13,346.66,38.29,3.83,66.82,0.79,1,60.53
459,Grade_D,Grade_E,Grade_D → Grade_E,Evening,100.94,98.61,339.05,41.62,10.97,103.55,2.31,0,104.1
460,Grade_A,Grade_B,Grade_A → Grade_B,Night,112.49,105.6,451.08,30.13,11.94,73.58,6.13,0,86.16
461,Grade_D,Grade_B,Grade_D → Grade_B,Day,89.13,87.95,276.9,40.17,11.73,81.93,1.32,0,98.2
462,Grade_A,Grade_C,Grade_A → Grade_C,Night,103.36,108.87,431.3,22.29,11.87,67.75,5.33,0,79.25
463,Grade_D,Grade_B,Grade_D → Grade_B,Day,90.84,92.54,393.71,23.99,10.52,62.93,1.87,1,71.48
464,Grade_C,Grade_A,Grade_C → Grade_A,Evening,93.28,96.97,491.95,26.44,5.23,44.3,3.96,1,44.27
465,Grade_A,Grade_B,Grade_A → Grade_B,Night,114.77,115.14,392.86,26.54,5.98,65.32,0.32,1,56.95
466,Grade_E,Grade_A,Grade_E → Grade_A,Day,94.57,97.64,456.27,49.07,3.58,50.81,3.24,1,37.73
467,Grade_A,Grade_C,Grade_A → Grade_C,Night,104.62,105.66,398.17,31.84,16.66,84.51,0.99,0,108.64
468,Grade_C,Grade_E,Grade_C → Grade_E,Day,81.29,81.5,426.26,30.77,26.28,127.18,0.25,0,161.37
469,Grade_A,Grade_C,Grade_A → Grade_C,Evening,118.62,100.84,460.53,32.05,39.72,114.59,14.99,0,194.32
470,Grade_E,Grade_A,Grade_E → Grade_A,Evening,106.03,109.83,394.56,17.44,9.77,49.29,3.58,1,58.04
471,Grade_D,Grade_B,Grade_D → Grade_B,Day,98.18,96.33,474.81,23.1,10.54,48.39,1.89,1,58.91
472,Grade_D,Grade_E,Grade_D → Grade_E,Day,105.76,103.75,365.35,40.62,8.9,86.95,1.9,1,80.89
473,Grade_C,Grade_A,Grade_C → Grade_A,Day,85.9,89.91,436.2,26.14,8.94,43.52,4.67,1,56.88
474,Grade_C,Grade_A,Grade_C → Grade_A,Day,111.83,113.43,470.75,26.87,3.95,39.18,1.43,1,36.24
475,Grade_D,Grade_B,Grade_D → Grade_B,Day,96.76,99.83,456.3,40.89,7.76,77.31,3.18,1,73.94
476,Grade_D,Grade_E,Grade_D → Grade_E,Day,97.96,97.17,525.4,42.26,6.21,69.64,0.8,1,63.04
477,Grade_D,Grade_E,Grade_D → Grade_E,Day,95.08,94.93,378.01,36.21,8.2,84.97,0.15,1,83.91
478,Grade_A,Grade_B,Grade_A → Grade_B,Day,94.19,94.1,344.15,24.49,4.31,47.32,0.1,1,51.14
479,Grade_D,Grade_B,Grade_D → Grade_B,Evening,106.95,110.28,365.31,28.58,12.17,82.51,3.12,0,94.27
480,Grade_A,Grade_B,Grade_A → Grade_B,Evening,102.56,109.06,456.32,22.04,11.95,54.12,6.33,0,75.98
481,Grade_B,Grade_D,Grade_B → Grade_D,Evening,106.52,108.0,447.39,22.46,11.48,98.38,1.39,0,97.98
482,Grade_D,Grade_E,Grade_D → Grade_E,Day,99.91,104.58,425.62,29.33,6.75,76.46,4.67,1,67.18
483,Grade_B,Grade_D,Grade_B → Grade_D,Night,105.13,107.02,358.24,26.83,6.02,78.35,1.8,1,75.42
484,Grade_D,Grade_E,Grade_D → Grade_E,Evening,95.81,94.64,462.18,25.31,14.19,72.36,1.22,0,80.09
485,Grade_C,Grade_A,Grade_C → Grade_A,Day,122.3,124.57,352.64,16.35,7.83,39.99,1.86,1,54.98
486,Grade_A,Grade_C,Grade_A → Grade_C,Day,84.32,85.82,483.74,36.01,2.52,64.37,1.78,1,43.0
487,Grade_B,Grade_D,Grade_B → Grade_D,Evening,112.61,119.97,560.0,32.97,10.52,90.0,6.54,0,90.95
488,Grade_C,Grade_E,Grade_C → Grade_E,Day,113.68,118.74,440.15,44.41,12.19,109.95,4.45,0,109.41
489,Grade_D,Grade_E,Grade_D → Grade_E,Evening,91.48,91.52,452.07,27.52,4.84,72.98,0.05,1,51.27
490,Grade_C,Grade_E,Grade_C → Grade_E,Night,122.29,121.17,392.89,44.63,14.79,105.66,0.92,0,118.24
491,Grade_E,Grade_A,Grade_E → Grade_A,Day,109.95,110.56,320.44,21.5,3.0,44.93,0.55,1,40.5
492,Grade_D,Grade_E,Grade_D → Grade_E,Day,109.71,113.45,386.85,27.96,6.39,54.93,3.41,1,51.31
493,Grade_D,Grade_E,Grade_D → Grade_E,Night,100.28,101.19,359.89,49.23,6.02,88.13,0.91,1,74.6
494,Grade_C,Grade_E,Grade_C → Grade_E,Evening,97.83,98.96,340.41,42.8,7.12,96.05,1.16,1,84.43
495,Grade_B,Grade_D,Grade_B → Grade_D,Day,97.91,97.99,514.73,30.47,4.64,62.59,0.09,1,44.43
496,Grade_C,Grade_A,Grade_C → Grade_A,Night,103.91,102.06,435.01,28.16,16.12,87.27,1.78,0,107.03
497,Grade_A,Grade_B,Grade_A → Grade_B,Night,114.01,113.57,440.88,26.78,7.7,63.88,0.38,1,64.79
498,Grade_B,Grade_D,Grade_B → Grade_D,Evening,101.81,102.17,403.0,25.56,7.63,71.5,0.36,1,71.95
499,Grade_E,Grade_A,Grade_E → Grade_A,Evening,90.89,100.73,410.49,28.73,16.36,65.25,10.82,0,92.37
500,Grade_C,Grade_A,Grade_C → Grade_A,Day,108.24,106.97,473.05,23.81,15.11,56.88,1.17,0,84.01
501,Grade_A,Grade_B,Grade_A → Grade_B,Day,109.21,109.31,418.22,16.51,5.69,18.64,0.1,1,30.22
502,Grade_D,Grade_B,Grade_D → Grade_B,Evening,106.55,103.3,449.19,36.04,10.72,57.33,3.05,0,75.81
503,Grade_E,Grade_A,Grade_E → Grade_A,Day,107.45,108.81,409.22,34.03,5.42,61.42,1.26,1,42.48
504,Grade_D,Grade_E,Grade_D → Grade_E,Evening,97.29,101.91,401.18,24.39,9.65,66.21,4.75,1,68.26
505,Grade_B,Grade_D,Grade_B → Grade_D,Night,90.71,94.38,342.62,31.28,6.45,88.97,4.04,1,79.27
506,Grade_C,Grade_A,Grade_C → Grade_A,Day,91.32,92.06,311.22,15.07,10.34,55.31,0.81,1,73.13
507,Grade_C,Grade_E,Grade_C → Grade_E,Evening,83.65,87.45,405.61,30.78,18.92,95.58,4.55,0,119.18
508,Grade_A,Grade_C,Grade_A → Grade_C,Day,102.37,101.58,423.11,20.13,14.73,64.77,0.77,0,86.69
509,Grade_B,Grade_D,Grade_B → Grade_D,Night,99.17,101.19,349.26,39.73,10.92,91.46,2.03,0,92.95
510,Grade_A,Grade_C,Grade_A → Grade_C,Day,95.6,95.86,418.1,20.15,2.4,20.81,0.28,1,20.29
511,Grade_E,Grade_A,Grade_E → Grade_A,Evening,70.44,70.56,422.96,26.5,5.75,53.53,0.17,1,52.09
512,Grade_D,Grade_B,Grade_D → Grade_B,Evening,87.53,87.95,301.42,25.75,8.61,61.46,0.47,1,74.84
513,Grade_D,Grade_E,Grade_D → Grade_E,Day,111.21,111.96,369.67,26.79,4.76,58.55,0.68,1,52.08
514,Grade_D,Grade_E,Grade_D → Grade_E,Evening,93.35,92.84,442.4,23.26,4.93,79.88,0.54,1,60.52
515,Grade_E,Grade_A,Grade_E → Grade_A,Evening,103.61,101.95,441.29,35.18,19.6,71.74,1.61,0,108.02
516,Grade_A,Grade_B,Grade_A → Grade_B,Evening,86.09,94.09,356.55,31.53,13.38,71.36,9.29,0,85.47
517,Grade_E,Grade_A,Grade_E → Grade_A,Evening,114.39,125.4,428.71,33.41,11.6,60.72,9.62,0,75.85
518,Grade_A,Grade_B,Grade_A → Grade_B,Night,98.56,92.95,476.23,44.69,13.31,94.55,5.69,0,96.8
519,Grade_C,Grade_A,Grade_C → Grade_A,Day,102.9,101.46,462.74,36.88,3.27,52.58,1.4,1,45.42
520,Grade_C,Grade_E,Grade_C → Grade_E,Evening,123.26,120.91,414.76,30.94,7.02,83.05,1.91,1,73.14
521,Grade_B,Grade_D,Grade_B → Grade_D,Day,115.16,114.78,394.26,29.1,10.49,62.15,0.33,1,78.16
522,Grade_A,Grade_C,Grade_A → Grade_C,Evening,96.93,100.22,385.39,30.59,10.5,61.55,3.4,1,70.03
523,Grade_A,Grade_C,Grade_A → Grade_C,Evening,94.07,94.85,445.73,24.24,3.78,56.53,0.83,1,42.85
524,Grade_D,Grade_E,Grade_D → Grade_E,Day,96.74,97.37,430.73,40.21,10.47,100.32,0.65,1,86.86
525,Grade_B,Grade_D,Grade_B → Grade_D,Day,105.1,106.74,454.62,31.2,8.84,72.29,1.56,1,67.87
526,Grade_B,Grade_D,Grade_B → Grade_D,Night,98.95,94.88,427.25,39.35,16.8,97.2,4.11,0,117.28
527,Grade_E,Grade_A,Grade_E → Grade_A,Day,96.05,95.21,465.03,33.84,9.79,63.82,0.87,1,75.33
528,Grade_A,Grade_C,Grade_A → Grade_C,Evening,114.67,114.52,425.2,40.32,21.21,118.09,0.13,0,134.6
529,Grade_E,Grade_A,Grade_E → Grade_A,Day,98.86,95.38,463.16,29.38,6.27,50.95,3.52,1,48.14
530,Grade_E,Grade_A,Grade_E → Grade_A,Night,123.0,120.94,467.9,29.79,5.07,75.28,1.67,1,58.84
531,Grade_C,Grade_E,Grade_C → Grade_E,Day,100.91,92.16,375.75,42.46,22.3,108.15,8.67,0,144.29
532,Grade_A,Grade_C,Grade_A → Grade_C,Day,117.85,120.62,320.55,35.48,10.36,69.64,2.35,1,77.48
533,Grade_A,Grade_C,Grade_A → Grade_C,Night,103.57,104.37,504.89,27.47,9.31,74.15,0.77,1,66.95
534,Grade_B,Grade_D,Grade_B → Grade_D,Night,109.63,111.14,434.12,31.78,7.07,83.56,1.38,1,72.66
535,Grade_C,Grade_E,Grade_C → Grade_E,Day,92.75,87.29,325.7,31.0,8.48,73.09,5.89,0,71.52
536,Grade_A,Grade_C,Grade_A → Grade_C,Day,91.46,88.17,380.74,29.96,6.34,48.17,3.6,1,50.83
537,Grade_C,Grade_A,Grade_C → Grade_A,Evening,104.6,105.49,462.45,20.3,3.82,48.21,0.85,1,40.54
538,Grade_A,Grade_B,Grade_A → Grade_B,Night,109.89,107.29,404.62,16.2,2.67,51.59,2.36,1,40.92
539,Grade_C,Grade_E,Grade_C → Grade_E,Day,100.4,103.9,391.84,35.85,8.17,95.91,3.49,1,83.59
540,Grade_A,Grade_B,Grade_A → Grade_B,Evening,87.14,79.09,497.05,23.0,12.62,70.04,9.24,0,81.21
541,Grade_D,Grade_B,Grade_D → Grade_B,Evening,86.4,91.77,362.4,30.01,18.19,86.58,6.21,0,120.41
542,Grade_A,Grade_B,Grade_A → Grade_B,Evening,85.73,81.22,376.1,33.93,14.49,68.93,5.26,0,94.17
543,Grade_A,Grade_C,Grade_A → Grade_C,Evening,82.32,88.13,431.63,33.98,15.83,92.17,7.06,0,103.5
544,Grade_A,Grade_C,Grade_A → Grade_C,Evening,101.09,106.23,441.48,28.61,4.58,60.53,5.09,0,49.48
545,Grade_D,Grade_E,Grade_D → Grade_E,Day,111.25,102.5,447.3,16.5,11.0,52.29,7.87,0,68.81
546,Grade_A,Grade_B,Grade_A → Grade_B,Night,99.87,102.79,470.12,24.51,12.0,54.7,2.92,0,78.94
547,Grade_C,Grade_A,Grade_C → Grade_A,Night,77.4,69.32,430.92,35.87,12.77,85.35,10.44,0,94.79
548,Grade_C,Grade_E,Grade_C → Grade_E,Evening,98.09,99.62,446.92,40.22,10.22,92.11,1.56,1,91.28
549,Grade_C,Grade_E,Grade_C → Grade_E,Day,98.37,97.59,405.74,30.25,10.84,80.86,0.8,0,81.4
550,Grade_D,Grade_B,Grade_D → Grade_B,Day,120.96,121.63,423.45,34.59,14.84,86.76,0.56,0,97.57
551,Grade_D,Grade_E,Grade_D → Grade_E,Evening,85.43,81.28,425.91,50.39,13.0,111.1,4.86,0,105.67
552,Grade_C,Grade_A,Grade_C → Grade_A,Day,96.09,99.36,431.83,29.27,11.96,70.82,3.4,0,80.25
553,Grade_D,Grade_E,Grade_D → Grade_E,Night,117.06,112.59,462.49,28.16,8.83,65.04,3.82,1,62.63
554,Grade_B,Grade_D,Grade_B → Grade_D,Day,104.5,110.15,450.53,27.0,13.0,73.66,5.41,0,91.08
555,Grade_E,Grade_A,Grade_E → Grade_A,Evening,105.63,104.33,422.43,34.34,9.11,72.56,1.23,1,75.31
556,Grade_C,Grade_E,Grade_C → Grade_E,Night,101.15,92.83,375.5,36.82,16.95,99.83,8.23,0,117.46
557,Grade_D,Grade_B,Grade_D → Grade_B,Day,103.3,106.39,423.72,27.41,5.53,47.26,2.99,1,47.92
558,Grade_E,Grade_A,Grade_E → Grade_A,Day,107.78,107.48,418.46,15.78,12.71,41.8,0.28,0,68.54
559,Grade_D,Grade_E,Grade_D → Grade_E,Evening,91.91,97.57,430.62,25.16,8.48,70.95,6.16,0,71.57
560,Grade_D,Grade_E,Grade_D → Grade_E,Evening,108.78,115.13,541.36,30.68,14.85,99.07,5.84,0,101.09
561,Grade_C,Grade_E,Grade_C → Grade_E,Day,86.27,83.03,391.19,29.49,11.6,100.35,3.76,0,98.1
562,Grade_A,Grade_B,Grade_A → Grade_B,Evening,103.28,103.04,443.23,18.64,8.14,35.67,0.23,1,47.89
563,Grade_C,Grade_A,Grade_C → Grade_A,Night,101.79,102.12,478.77,28.26,7.77,67.61,0.32,1,66.86
564,Grade_A,Grade_C,Grade_A → Grade_C,Day,93.84,98.08,425.39,27.15,7.93,59.19,4.51,1,57.79
565,Grade_E,Grade_A,Grade_E → Grade_A,Day,99.77,100.69,548.58,37.3,6.02,58.41,0.92,1,43.19
566,Grade_A,Grade_C,Grade_A → Grade_C,Day,93.77,94.19,399.21,28.68,6.76,57.96,0.44,1,53.28
567,Grade_A,Grade_C,Grade_A → Grade_C,Day,89.28,88.51,437.82,32.09,10.96,66.91,0.86,0,74.91
568,Grade_A,Grade_C,Grade_A → Grade_C,Day,96.46,96.41,376.07,22.48,2.74,56.81,0.05,1,45.48
569,Grade_D,Grade_B,Grade_D → Grade_B,Day,88.96,94.99,400.67,33.14,13.2,83.31,6.78,0,100.7
570,Grade_C,Grade_E,Grade_C → Grade_E,Evening,103.23,103.25,433.69,39.31,15.44,93.05,0.02,0,107.53
571,Grade_E,Grade_A,Grade_E → Grade_A,Day,88.5,87.57,466.55,35.96,6.74,64.5,1.05,1,59.38
572,Grade_C,Grade_A,Grade_C → Grade_A,Night,107.12,105.15,437.55,34.79,9.99,82.67,1.84,1,80.29
573,Grade_B,Grade_D,Grade_B → Grade_D,Day,88.19,87.15,489.25,38.86,5.36,71.17,1.18,1,62.33
574,Grade_A,Grade_B,Grade_A → Grade_B,Day,94.34,89.57,414.78,25.34,9.72,58.57,5.06,0,64.4
575,Grade_A,Grade_B,Grade_A → Grade_B,Evening,93.75,92.58,401.73,31.19,4.45,51.85,1.25,1,45.36
576,Grade_B,Grade_D,Grade_B → Grade_D,Night,113.25,115.34,560.0,40.56,3.98,81.23,1.84,1,54.26
577,Grade_E,Grade_A,Grade_E → Grade_A,Day,103.3,102.09,441.68,17.75,16.72,58.93,1.17,0,96.6
578,Grade_C,Grade_E,Grade_C → Grade_E,Day,97.88,99.37,380.43,30.91,6.03,55.68,1.52,1,57.24
579,Grade_E,Grade_A,Grade_E → Grade_A,Day,104.99,98.41,381.82,31.2,7.58,55.92,6.27,0,58.28
580,Grade_A,Grade_B,Grade_A → Grade_B,Evening,78.93,80.72,368.15,31.73,8.98,53.84,2.26,1,65.78
581,Grade_A,Grade_B,Grade_A → Grade_B,Day,99.57,99.0,471.51,21.5,10.14,32.93,0.58,1,55.65
582,Grade_D,Grade_E,Grade_D → Grade_E,Day,119.98,118.36,399.96,31.18,9.62,87.66,1.35,1,82.89
583,Grade_A,Grade_B,Grade_A → Grade_B,Day,101.32,101.89,427.0,22.92,9.0,48.85,0.56,1,56.22
584,Grade_A,Grade_B,Grade_A → Grade_B,Evening,100.68,99.54,416.51,13.25,6.57,35.32,1.13,1,40.17
585,Grade_C,Grade_A,Grade_C → Grade_A,Night,105.48,102.55,460.23,29.82,3.94,53.02,2.78,1,44.3
586,Grade_E,Grade_A,Grade_E → Grade_A,Evening,108.96,111.65,373.43,26.07,8.32,60.76,2.47,1,65.78
587,Grade_D,Grade_B,Grade_D → Grade_B,Evening,80.03,81.11,360.84,32.81,12.7,87.27,1.35,0,96.57
588,Grade_A,Grade_B,Grade_A → Grade_B,Day,83.18,82.8,432.34,33.26,3.46,37.08,0.46,1,27.17
589,Grade_D,Grade_E,Grade_D → Grade_E,Day,102.1,98.48,453.05,22.49,10.7,66.37,3.54,0,74.27
590,Grade_D,Grade_E,Grade_D → Grade_E,Day,92.85,80.18,438.29,31.89,24.63,109.14,13.65,0,145.51
591,Grade_D,Grade_E,Grade_D → Grade_E,Evening,113.12,113.87,375.48,18.17,9.59,50.0,0.66,1,64.25
592,Grade_E,Grade_A,Grade_E → Grade_A,Night,96.85,102.02,457.26,26.39,9.15,65.87,5.33,0,69.03
593,Grade_A,Grade_C,Grade_A → Grade_C,Night,80.65,80.95,379.09,29.67,4.28,61.64,0.38,1,55.96
594,Grade_E,Grade_A,Grade_E → Grade_A,Night,87.32,84.84,391.32,27.72,5.12,61.24,2.84,1,57.27
595,Grade_B,Grade_D,Grade_B → Grade_D,Night,72.5,73.06,368.08,34.1,7.14,79.9,0.78,1,76.35
596,Grade_D,Grade_E,Grade_D → Grade_E,Night,97.66,97.39,491.56,39.13,14.36,103.72,0.27,0,106.34
597,Grade_C,Grade_E,Grade_C → Grade_E,Day,98.12,100.04,454.84,34.89,6.36,93.51,1.96,1,71.44
598,Grade_D,Grade_E,Grade_D → Grade_E,Day,95.76,98.25,453.27,29.09,11.75,71.97,2.6,0,76.52
599,Grade_D,Grade_B,Grade_D → Grade_B,Day,110.79,105.17,488.6,37.42,5.38,63.58,5.08,0,51.43
600,Grade_D,Grade_B,Grade_D → Grade_B,Evening,111.99,112.71,560.0,33.85,3.76,75.28,0.64,1,54.65
601,Grade_C,Grade_E,Grade_C → Grade_E,Day,98.3,93.24,325.99,27.81,14.4,82.5,5.15,0,102.05
602,Grade_D,Grade_E,Grade_D → Grade_E,Night,78.65,74.1,379.39,20.64,9.15,94.31,5.79,0,88.33
603,Grade_D,Grade_B,Grade_D → Grade_B,Evening,106.17,105.39,386.11,28.49,11.81,71.71,0.73,0,80.32
604,Grade_A,Grade_C,Grade_A → Grade_C,Evening,105.55,106.04,373.2,33.9,3.39,75.34,0.46,1,51.32
605,Grade_D,Grade_E,Grade_D → Grade_E,Day,103.09,101.17,360.73,48.22,3.34,88.41,1.86,1,69.53
606,Grade_C,Grade_E,Grade_C → Grade_E,Day,109.81,112.45,403.52,34.06,10.72,87.51,2.41,0,85.39
607,Grade_B,Grade_D,Grade_B → Grade_D,Day,88.35,89.64,353.09,32.87,4.83,64.88,1.46,1,55.94
608,Grade_C,Grade_E,Grade_C → Grade_E,Night,120.09,120.29,438.43,22.56,12.04,82.96,0.16,0,83.39
609,Grade_E,Grade_A,Grade_E → Grade_A,Evening,90.41,87.65,422.84,31.55,9.1,64.17,3.06,1,68.83
610,Grade_D,Grade_E,Grade_D → Grade_E,Evening,107.49,104.06,446.46,21.49,10.01,77.43,3.19,1,83.12
611,Grade_D,Grade_E,Grade_D → Grade_E,Day,83.13,89.09,447.93,34.26,16.61,88.85,7.18,0,105.4
612,Grade_C,Grade_A,Grade_C → Grade_A,Day,90.7,85.52,453.17,35.42,9.79,57.61,5.71,0,65.1
613,Grade_D,Grade_E,Grade_D → Grade_E,Day,115.16,124.33,399.46,38.24,24.62,106.56,7.96,0,151.11
614,Grade_C,Grade_A,Grade_C → Grade_A,Evening,97.39,97.01,536.66,26.42,6.52,56.98,0.39,1,46.91
615,Grade_D,Grade_B,Grade_D → Grade_B,Evening,108.4,108.26,432.89,33.74,4.26,72.95,0.13,1,62.91
616,Grade_D,Grade_B,Grade_D → Grade_B,Day,102.37,99.02,317.56,30.36,5.6,53.4,3.27,1,68.98
617,Grade_A,Grade_C,Grade_A → Grade_C,Night,98.95,98.53,364.87,25.82,8.14,63.02,0.42,1,57.85
618,Grade_B,Grade_D,Grade_B → Grade_D,Day,113.64,119.1,324.27,44.22,25.44,118.19,4.81,0,163.21
619,Grade_A,Grade_B,Grade_A → Grade_B,Night,97.63,93.4,420.95,26.05,9.04,75.45,4.33,1,70.27
620,Grade_A,Grade_C,Grade_A → Grade_C,Day,82.19,84.91,413.3,34.69,15.6,86.19,3.31,0,101.63
621,Grade_C,Grade_A,Grade_C → Grade_A,Day,91.97,92.15,394.24,12.33,5.68,20.46,0.19,1,32.03
622,Grade_C,Grade_A,Grade_C → Grade_A,Night,105.51,104.02,530.6,35.32,6.62,63.94,1.41,1,61.57
623,Grade_A,Grade_C,Grade_A → Grade_C,Day,103.96,104.8,450.19,35.63,2.82,44.33,0.81,1,33.8
624,Grade_C,Grade_A,Grade_C → Grade_A,Day,84.33,66.21,459.94,21.96,23.51,69.08,21.49,0,116.64
625,Grade_C,Grade_E,Grade_C → Grade_E,Day,92.76,95.28,368.79,41.01,20.78,125.3,2.72,0,146.09
626,Grade_A,Grade_C,Grade_A → Grade_C,Day,94.18,99.51,365.05,33.16,9.4,51.83,5.66,0,68.97
627,Grade_B,Grade_D,Grade_B → Grade_D,Evening,96.35,100.61,422.02,29.62,8.46,57.11,4.42,1,56.28
628,Grade_B,Grade_D,Grade_B → Grade_D,Night,86.24,87.74,429.52,34.12,11.01,82.09,1.74,0,77.09
629,Grade_C,Grade_E,Grade_C → Grade_E,Night,93.72,93.01,317.9,37.27,6.68,99.85,0.75,1,96.48
630,Grade_B,Grade_D,Grade_B → Grade_D,Day,92.71,90.05,410.08,25.41,11.94,74.69,2.87,0,81.29
631,Grade_D,Grade_B,Grade_D → Grade_B,Evening,107.72,105.73,420.77,38.99,18.73,97.52,1.84,0,118.63
632,Grade_B,Grade_D,Grade_B → Grade_D,Day,108.09,111.79,408.17,40.89,19.43,108.69,3.42,0,127.37
633,Grade_C,Grade_A,Grade_C → Grade_A,Day,98.54,97.86,375.26,19.09,2.41,17.3,0.69,1,24.61
634,Grade_C,Grade_A,Grade_C → Grade_A,Day,96.08,100.07,390.33,20.23,15.04,67.27,4.15,0,99.68
635,Grade_A,Grade_C,Grade_A → Grade_C,Night,101.4,104.96,410.27,27.6,4.77,60.57,3.52,1,53.32
636,Grade_D,Grade_B,Grade_D → Grade_B,Night,91.83,91.75,424.99,46.28,3.76,89.38,0.09,1,56.25
637,Grade_A,Grade_C,Grade_A → Grade_C,Evening,88.53,80.82,453.26,23.5,16.38,57.98,8.71,0,83.68
638,Grade_B,Grade_D,Grade_B → Grade_D,Evening,90.6,87.16,479.45,39.92,7.31,78.23,3.8,1,67.01
639,Grade_D,Grade_E,Grade_D → Grade_E,Evening,93.65,98.1,403.81,42.69,16.37,105.43,4.75,0,115.84
640,Grade_E,Grade_A,Grade_E → Grade_A,Evening,88.37,88.08,394.91,29.34,13.98,81.3,0.33,0,89.26
